poop,name,type,year,population,population_percent_change
0500000US29103,"Knox County, Missouri",county,2009,4040,0
0500000US29105,"Laclede County, Missouri",county,2013,35535,0.079
0500000US29105,"Laclede County, Missouri",county,2012,35507,0.034
0500000US29105,"Laclede County, Missouri",county,2011,35495,0.39
0500000US29105,"Laclede County, Missouri",county,2010,35357,0.887
0500000US29105,"Laclede County, Missouri",county,2009,35046,0
0500000US29107,"Lafayette County, Missouri",county,2013,33188,-0.27
0500000US29107,"Lafayette County, Missouri",county,2012,33278,-0.054
0500000US29107,"Lafayette County, Missouri",county,2011,33296,-0.051
0500000US29107,"Lafayette County, Missouri",county,2010,33313,1.747
0500000US29107,"Lafayette County, Missouri",county,2009,32741,0
0500000US29109,"Lawrence County, Missouri",county,2013,38488,-0.184
0500000US29109,"Lawrence County, Missouri",county,2012,38559,0.029
0500000US29109,"Lawrence County, Missouri",county,2011,38548,0.456
0500000US29109,"Lawrence County, Missouri",county,2010,38373,2.736
0500000US29109,"Lawrence County, Missouri",county,2009,37351,0
0500000US29111,"Lewis County, Missouri",county,2013,10193,-0.098
0500000US29111,"Lewis County, Missouri",county,2012,10203,-0.039
0500000US29111,"Lewis County, Missouri",county,2011,10207,-0.274
0500000US29111,"Lewis County, Missouri",county,2010,10235,2.854
0500000US29111,"Lewis County, Missouri",county,2009,9951,0
0500000US29113,"Lincoln County, Missouri",county,2013,53051,0.787
0500000US29113,"Lincoln County, Missouri",county,2012,52637,0.988
0500000US29113,"Lincoln County, Missouri",county,2011,52122,1.537
0500000US29113,"Lincoln County, Missouri",county,2010,51333,0.799
0500000US29113,"Lincoln County, Missouri",county,2009,50926,0
0500000US29115,"Linn County, Missouri",county,2013,12592,-0.6
0500000US29115,"Linn County, Missouri",county,2012,12668,-0.635
0500000US29115,"Linn County, Missouri",county,2011,12749,-0.585
0500000US29115,"Linn County, Missouri",county,2010,12824,0.462
0500000US29115,"Linn County, Missouri",county,2009,12765,0
0500000US29117,"Livingston County, Missouri",county,2013,15051,-0.113
0500000US29117,"Livingston County, Missouri",county,2012,15068,0.239
0500000US29117,"Livingston County, Missouri",county,2011,15032,0.475
0500000US29117,"Livingston County, Missouri",county,2010,14961,5.784
0500000US29117,"Livingston County, Missouri",county,2009,14143,0
0500000US29119,"McDonald County, Missouri",county,2013,22892,-0.34
0500000US29119,"McDonald County, Missouri",county,2012,22970,-0.196
0500000US29119,"McDonald County, Missouri",county,2011,23015,-0.004
0500000US29119,"McDonald County, Missouri",county,2010,23016,0.55
0500000US29119,"McDonald County, Missouri",county,2009,22890,0
0500000US29121,"Macon County, Missouri",county,2013,15545,0.084
0500000US29121,"Macon County, Missouri",county,2012,15532,-0.109
0500000US29121,"Macon County, Missouri",county,2011,15549,0.064
0500000US29121,"Macon County, Missouri",county,2010,15539,0.537
0500000US29121,"Macon County, Missouri",county,2009,15456,0
0500000US29123,"Madison County, Missouri",county,2013,12350,0.13
0500000US29123,"Madison County, Missouri",county,2012,12334,0.432
0500000US29123,"Madison County, Missouri",county,2011,12281,0.098
0500000US29123,"Madison County, Missouri",county,2010,12269,0.352
0500000US29123,"Madison County, Missouri",county,2009,12226,0
0500000US29125,"Maries County, Missouri",county,2013,9102,-0.416
0500000US29125,"Maries County, Missouri",county,2012,9140,-0.566
0500000US29125,"Maries County, Missouri",county,2011,9192,-0.12
0500000US29125,"Maries County, Missouri",county,2010,9203,2.781
0500000US29125,"Maries County, Missouri",county,2009,8954,0
0500000US29127,"Marion County, Missouri",county,2013,28804,0.352
0500000US29127,"Marion County, Missouri",county,2012,28703,0.279
0500000US29127,"Marion County, Missouri",county,2011,28623,0.154
0500000US29127,"Marion County, Missouri",county,2010,28579,1.197
0500000US29127,"Marion County, Missouri",county,2009,28241,0
0500000US29129,"Mercer County, Missouri",county,2013,3749,-0.372
0500000US29129,"Mercer County, Missouri",county,2012,3763,0.133
0500000US29129,"Mercer County, Missouri",county,2011,3758,0.724
0500000US29129,"Mercer County, Missouri",county,2010,3731,7.398
0500000US29129,"Mercer County, Missouri",county,2009,3474,0
0500000US29131,"Miller County, Missouri",county,2013,24863,0.165
0500000US29131,"Miller County, Missouri",county,2012,24822,0.06
0500000US29131,"Miller County, Missouri",county,2011,24807,0.008
0500000US29131,"Miller County, Missouri",county,2010,24805,0.299
0500000US29131,"Miller County, Missouri",county,2009,24731,0
0500000US29133,"Mississippi County, Missouri",county,2013,14271,0.281
0500000US29133,"Mississippi County, Missouri",county,2012,14231,0.247
0500000US29133,"Mississippi County, Missouri",county,2011,14196,0.375
0500000US29133,"Mississippi County, Missouri",county,2010,14143,4.778
0500000US29133,"Mississippi County, Missouri",county,2009,13498,0
0500000US29135,"Moniteau County, Missouri",county,2013,15657,0.449
0500000US29135,"Moniteau County, Missouri",county,2012,15587,0.296
0500000US29135,"Moniteau County, Missouri",county,2011,15541,0.472
0500000US29135,"Moniteau County, Missouri",county,2010,15468,2.566
0500000US29135,"Moniteau County, Missouri",county,2009,15081,0
0500000US29137,"Monroe County, Missouri",county,2013,8798,-0.879
0500000US29137,"Monroe County, Missouri",county,2012,8876,-1.213
0500000US29137,"Monroe County, Missouri",county,2011,8985,-1.024
0500000US29137,"Monroe County, Missouri",county,2010,9078,-0.689
0500000US29137,"Monroe County, Missouri",county,2009,9141,0
0500000US29139,"Montgomery County, Missouri",county,2013,12128,-0.435
0500000US29139,"Montgomery County, Missouri",county,2012,12181,-0.596
0500000US29139,"Montgomery County, Missouri",county,2011,12254,0.057
0500000US29139,"Montgomery County, Missouri",county,2010,12247,3.055
0500000US29139,"Montgomery County, Missouri",county,2009,11884,0
0500000US29141,"Morgan County, Missouri",county,2013,20392,-0.425
0500000US29141,"Morgan County, Missouri",county,2012,20479,-0.669
0500000US29141,"Morgan County, Missouri",county,2011,20617,-0.068
0500000US29141,"Morgan County, Missouri",county,2010,20631,0.112
0500000US29141,"Morgan County, Missouri",county,2009,20608,0
0500000US29143,"New Madrid County, Missouri",county,2013,18695,-0.453
0500000US29143,"New Madrid County, Missouri",county,2012,18780,-0.313
0500000US29143,"New Madrid County, Missouri",county,2011,18839,-0.042
0500000US29143,"New Madrid County, Missouri",county,2010,18847,6.342
0500000US29143,"New Madrid County, Missouri",county,2009,17723,0
0500000US29145,"Newton County, Missouri",county,2013,58552,0.408
0500000US29145,"Newton County, Missouri",county,2012,58314,0.703
0500000US29145,"Newton County, Missouri",county,2011,57907,0.601
0500000US29145,"Newton County, Missouri",county,2010,57561,3.352
0500000US29145,"Newton County, Missouri",county,2009,55694,0
0500000US29147,"Nodaway County, Missouri",county,2013,23347,0.18
0500000US29147,"Nodaway County, Missouri",county,2012,23305,0.518
0500000US29147,"Nodaway County, Missouri",county,2011,23185,0.669
0500000US29147,"Nodaway County, Missouri",county,2010,23031,4.411
0500000US29147,"Nodaway County, Missouri",county,2009,22058,0
0500000US29149,"Oregon County, Missouri",county,2013,10935,0.459
0500000US29149,"Oregon County, Missouri",county,2012,10885,0.694
0500000US29149,"Oregon County, Missouri",county,2011,10810,0.661
0500000US29149,"Oregon County, Missouri",county,2010,10739,4.05
0500000US29149,"Oregon County, Missouri",county,2009,10321,0
0500000US29151,"Osage County, Missouri",county,2013,13842,-0.108
0500000US29151,"Osage County, Missouri",county,2012,13857,0.297
0500000US29151,"Osage County, Missouri",county,2011,13816,0.349
0500000US29151,"Osage County, Missouri",county,2010,13768,2.586
0500000US29151,"Osage County, Missouri",county,2009,13421,0
0500000US29153,"Ozark County, Missouri",county,2013,9653,-0.196
0500000US29153,"Ozark County, Missouri",county,2012,9672,-0.031
0500000US29153,"Ozark County, Missouri",county,2011,9675,-0.134
0500000US29153,"Ozark County, Missouri",county,2010,9688,3.504
0500000US29153,"Ozark County, Missouri",county,2009,9360,0
0500000US29155,"Pemiscot County, Missouri",county,2013,18160,-0.7
0500000US29155,"Pemiscot County, Missouri",county,2012,18288,-0.765
0500000US29155,"Pemiscot County, Missouri",county,2011,18429,-0.85
0500000US29155,"Pemiscot County, Missouri",county,2010,18587,0.005
0500000US29155,"Pemiscot County, Missouri",county,2009,18586,0
0500000US29157,"Perry County, Missouri",county,2013,19001,0.079
0500000US29157,"Perry County, Missouri",county,2012,18986,-0.058
0500000US29157,"Perry County, Missouri",county,2011,18997,0.412
0500000US29157,"Perry County, Missouri",county,2010,18919,1.508
0500000US29157,"Perry County, Missouri",county,2009,18638,0
0500000US29159,"Pettis County, Missouri",county,2013,42146,0.243
0500000US29159,"Pettis County, Missouri",county,2012,42044,0.509
0500000US29159,"Pettis County, Missouri",county,2011,41831,0.587
0500000US29159,"Pettis County, Missouri",county,2010,41587,1.956
0500000US29159,"Pettis County, Missouri",county,2009,40789,0
0500000US29161,"Phelps County, Missouri",county,2013,44969,0.321
0500000US29161,"Phelps County, Missouri",county,2012,44825,0.358
0500000US29161,"Phelps County, Missouri",county,2011,44665,0.432
0500000US29161,"Phelps County, Missouri",county,2010,44473,5.264
0500000US29161,"Phelps County, Missouri",county,2009,42249,0
0500000US29163,"Pike County, Missouri",county,2013,18579,0.027
0500000US29163,"Pike County, Missouri",county,2012,18574,0.07
0500000US29163,"Pike County, Missouri",county,2011,18561,-0.156
0500000US29163,"Pike County, Missouri",county,2010,18590,0.411
0500000US29163,"Pike County, Missouri",county,2009,18514,0
0500000US29165,"Platte County, Missouri",county,2013,90842,1.424
0500000US29165,"Platte County, Missouri",county,2012,89567,1.434
0500000US29165,"Platte County, Missouri",county,2011,88301,1.619
0500000US29165,"Platte County, Missouri",county,2010,86894,-0.648
0500000US29165,"Platte County, Missouri",county,2009,87461,0
0500000US29167,"Polk County, Missouri",county,2013,31088,0.171
0500000US29167,"Polk County, Missouri",county,2012,31035,0.268
0500000US29167,"Polk County, Missouri",county,2011,30952,0.726
0500000US29167,"Polk County, Missouri",county,2010,30729,2.488
0500000US29167,"Polk County, Missouri",county,2009,29983,0
0500000US29169,"Pulaski County, Missouri",county,2013,52795,2.276
0500000US29169,"Pulaski County, Missouri",county,2012,51620,2.309
0500000US29169,"Pulaski County, Missouri",county,2011,50455,2.73
0500000US29169,"Pulaski County, Missouri",county,2010,49114,9.914
0500000US29169,"Pulaski County, Missouri",county,2009,44684,0
0500000US29171,"Putnam County, Missouri",county,2013,4944,-0.643
0500000US29171,"Putnam County, Missouri",county,2012,4976,-0.54
0500000US29171,"Putnam County, Missouri",county,2011,5003,-0.734
0500000US29171,"Putnam County, Missouri",county,2010,5040,2.731
0500000US29171,"Putnam County, Missouri",county,2009,4906,0
0500000US29173,"Ralls County, Missouri",county,2013,10206,0.078
0500000US29173,"Ralls County, Missouri",county,2012,10198,0.285
0500000US29173,"Ralls County, Missouri",county,2011,10169,0.415
0500000US29173,"Ralls County, Missouri",county,2010,10127,4.499
0500000US29173,"Ralls County, Missouri",county,2009,9691,0
0500000US29175,"Randolph County, Missouri",county,2013,25253,-0.532
0500000US29175,"Randolph County, Missouri",county,2012,25388,-0.302
0500000US29175,"Randolph County, Missouri",county,2011,25465,-0.118
0500000US29175,"Randolph County, Missouri",county,2010,25495,-0.129
0500000US29175,"Randolph County, Missouri",county,2009,25528,0
0500000US29177,"Ray County, Missouri",county,2013,23290,-0.564
0500000US29177,"Ray County, Missouri",county,2012,23422,-0.51
0500000US29177,"Ray County, Missouri",county,2011,23542,-0.528
0500000US29177,"Ray County, Missouri",county,2010,23667,0.681
0500000US29177,"Ray County, Missouri",county,2009,23507,0
0500000US29179,"Reynolds County, Missouri",county,2013,6661,-0.314
0500000US29179,"Reynolds County, Missouri",county,2012,6682,0.09
0500000US29179,"Reynolds County, Missouri",county,2011,6676,-0.328
0500000US29179,"Reynolds County, Missouri",county,2010,6698,5.199
0500000US29179,"Reynolds County, Missouri",county,2009,6367,0
0500000US29181,"Ripley County, Missouri",county,2013,14071,0.007
0500000US29181,"Ripley County, Missouri",county,2012,14070,-0.071
0500000US29181,"Ripley County, Missouri",county,2011,14080,0.164
0500000US29181,"Ripley County, Missouri",county,2010,14057,3.949
0500000US29181,"Ripley County, Missouri",county,2009,13523,0
0500000US29183,"St. Charles County, Missouri",county,2013,365101,1.222
0500000US29183,"St. Charles County, Missouri",county,2012,360695,1.299
0500000US29183,"St. Charles County, Missouri",county,2011,356070,1.558
0500000US29183,"St. Charles County, Missouri",county,2010,350606,2.348
0500000US29183,"St. Charles County, Missouri",county,2009,342562,0
0500000US29185,"St. Clair County, Missouri",county,2013,9649,-0.454
0500000US29185,"St. Clair County, Missouri",county,2012,9693,-0.564
0500000US29185,"St. Clair County, Missouri",county,2011,9748,-0.092
0500000US29185,"St. Clair County, Missouri",county,2010,9757,4.03
0500000US29185,"St. Clair County, Missouri",county,2009,9379,0
0500000US29186,"Ste. Genevieve County, Missouri",county,2013,17996,-0.387
0500000US29186,"Ste. Genevieve County, Missouri",county,2012,18066,-0.622
0500000US29186,"Ste. Genevieve County, Missouri",county,2011,18179,-0.143
0500000US29186,"Ste. Genevieve County, Missouri",county,2010,18205,2.517
0500000US29186,"Ste. Genevieve County, Missouri",county,2009,17758,0
0500000US29187,"St. Francois County, Missouri",county,2013,65602,0.546
0500000US29187,"St. Francois County, Missouri",county,2012,65246,0.733
0500000US29187,"St. Francois County, Missouri",county,2011,64771,0.828
0500000US29187,"St. Francois County, Missouri",county,2010,64239,2.399
0500000US29187,"St. Francois County, Missouri",county,2009,62734,0
0500000US29189,"St. Louis County, Missouri",county,2013,999725,0.058
0500000US29189,"St. Louis County, Missouri",county,2012,999147,0.039
0500000US29189,"St. Louis County, Missouri",county,2011,998760,-0.069
0500000US29189,"St. Louis County, Missouri",county,2010,999454,0.455
0500000US29189,"St. Louis County, Missouri",county,2009,994923,0
0500000US29195,"Saline County, Missouri",county,2013,23324,0.396
0500000US29195,"Saline County, Missouri",county,2012,23232,0.233
0500000US29195,"Saline County, Missouri",county,2011,23178,0.225
0500000US29195,"Saline County, Missouri",county,2010,23126,1.657
0500000US29195,"Saline County, Missouri",county,2009,22749,0
0500000US29197,"Schuyler County, Missouri",county,2013,4397,0
0500000US29197,"Schuyler County, Missouri",county,2012,4397,0.251
0500000US29197,"Schuyler County, Missouri",county,2011,4386,0.573
0500000US29197,"Schuyler County, Missouri",county,2010,4361,6.21
0500000US29197,"Schuyler County, Missouri",county,2009,4106,0
0500000US29199,"Scotland County, Missouri",county,2013,4859,0.33
0500000US29199,"Scotland County, Missouri",county,2012,4843,0.248
0500000US29199,"Scotland County, Missouri",county,2011,4831,0
0500000US29199,"Scotland County, Missouri",county,2010,4831,0.856
0500000US29199,"Scotland County, Missouri",county,2009,4790,0
