poop,name,type,year,population,population_percent_change
0500000US08015,"Chaffee County, Colorado",county,2012,17879,0.971
0500000US08015,"Chaffee County, Colorado",county,2011,17707,0.952
0500000US08015,"Chaffee County, Colorado",county,2010,17540,3.972
0500000US08015,"Chaffee County, Colorado",county,2009,16870,0
0500000US08017,"Cheyenne County, Colorado",county,2013,2189,4.487
0500000US08017,"Cheyenne County, Colorado",county,2012,2095,-6.765
0500000US08017,"Cheyenne County, Colorado",county,2011,2247,2.416
0500000US08017,"Cheyenne County, Colorado",county,2010,2194,35.265
0500000US08017,"Cheyenne County, Colorado",county,2009,1622,0
0500000US08019,"Clear Creek County, Colorado",county,2013,9048,-0.121
0500000US08019,"Clear Creek County, Colorado",county,2012,9059,-0.264
0500000US08019,"Clear Creek County, Colorado",county,2011,9083,-0.055
0500000US08019,"Clear Creek County, Colorado",county,2010,9088,2.273
0500000US08019,"Clear Creek County, Colorado",county,2009,8886,0
0500000US08021,"Conejos County, Colorado",county,2013,8256,0.182
0500000US08021,"Conejos County, Colorado",county,2012,8241,0.158
0500000US08021,"Conejos County, Colorado",county,2011,8228,0.097
0500000US08021,"Conejos County, Colorado",county,2010,8220,2.481
0500000US08021,"Conejos County, Colorado",county,2009,8021,0
0500000US08023,"Costilla County, Colorado",county,2013,3552,-0.112
0500000US08023,"Costilla County, Colorado",county,2012,3556,0
0500000US08023,"Costilla County, Colorado",county,2011,3556,0.566
0500000US08023,"Costilla County, Colorado",county,2010,3536,7.739
0500000US08023,"Costilla County, Colorado",county,2009,3282,0
0500000US08025,"Crowley County, Colorado",county,2013,5629,-2.053
0500000US08025,"Crowley County, Colorado",county,2012,5747,-2.029
0500000US08025,"Crowley County, Colorado",county,2011,5866,-0.526
0500000US08025,"Crowley County, Colorado",county,2010,5897,-6.56
0500000US08025,"Crowley County, Colorado",county,2009,6311,0
0500000US08027,"Custer County, Colorado",county,2013,4245,0.879
0500000US08027,"Custer County, Colorado",county,2012,4208,9.214
0500000US08027,"Custer County, Colorado",county,2011,3853,-1.18
0500000US08027,"Custer County, Colorado",county,2010,3899,8.366
0500000US08027,"Custer County, Colorado",county,2009,3598,0
0500000US08029,"Delta County, Colorado",county,2013,30659,-0.166
0500000US08029,"Delta County, Colorado",county,2012,30710,0.143
0500000US08029,"Delta County, Colorado",county,2011,30666,0.436
0500000US08029,"Delta County, Colorado",county,2010,30533,0.593
0500000US08029,"Delta County, Colorado",county,2009,30353,0
0500000US08031,"Denver County, Colorado",county,2013,619297,2.472
0500000US08031,"Denver County, Colorado",county,2012,604356,2.345
0500000US08031,"Denver County, Colorado",county,2011,590507,2.148
0500000US08031,"Denver County, Colorado",county,2010,578087,-0.749
0500000US08031,"Denver County, Colorado",county,2009,582447,0
0500000US08033,"Dolores County, Colorado",county,2013,1709,-5.371
0500000US08033,"Dolores County, Colorado",county,2012,1806,-11.601
0500000US08033,"Dolores County, Colorado",county,2011,2043,0.789
0500000US08033,"Dolores County, Colorado",county,2010,2027,14.455
0500000US08033,"Dolores County, Colorado",county,2009,1771,0
0500000US08035,"Douglas County, Colorado",county,2013,293014,2.137
0500000US08035,"Douglas County, Colorado",county,2012,286883,2.223
0500000US08035,"Douglas County, Colorado",county,2011,280643,2.634
0500000US08035,"Douglas County, Colorado",county,2010,273440,1.48
0500000US08035,"Douglas County, Colorado",county,2009,269451,0
0500000US08037,"Eagle County, Colorado",county,2013,52151,0.581
0500000US08037,"Eagle County, Colorado",county,2012,51850,0.764
0500000US08037,"Eagle County, Colorado",county,2011,51457,1.307
0500000US08037,"Eagle County, Colorado",county,2010,50793,0.354
0500000US08037,"Eagle County, Colorado",county,2009,50614,0
0500000US08039,"Elbert County, Colorado",county,2013,23295,1.028
0500000US08039,"Elbert County, Colorado",county,2012,23058,0.871
0500000US08039,"Elbert County, Colorado",county,2011,22859,0.647
0500000US08039,"Elbert County, Colorado",county,2010,22712,-0.325
0500000US08039,"Elbert County, Colorado",county,2009,22786,0
0500000US08041,"El Paso County, Colorado",county,2013,634423,1.864
0500000US08041,"El Paso County, Colorado",county,2012,622816,1.871
0500000US08041,"El Paso County, Colorado",county,2011,611377,1.898
0500000US08041,"El Paso County, Colorado",county,2010,599988,2.309
0500000US08041,"El Paso County, Colorado",county,2009,586446,0
0500000US08043,"Fremont County, Colorado",county,2013,46850,-0.332
0500000US08043,"Fremont County, Colorado",county,2012,47006,-0.072
0500000US08043,"Fremont County, Colorado",county,2011,47040,0.211
0500000US08043,"Fremont County, Colorado",county,2010,46941,-0.954
0500000US08043,"Fremont County, Colorado",county,2009,47393,0
0500000US08045,"Garfield County, Colorado",county,2013,56687,0.634
0500000US08045,"Garfield County, Colorado",county,2012,56330,1.138
0500000US08045,"Garfield County, Colorado",county,2011,55696,1.707
0500000US08045,"Garfield County, Colorado",county,2010,54761,3.561
0500000US08045,"Garfield County, Colorado",county,2009,52878,0
0500000US08047,"Gilpin County, Colorado",county,2013,5477,2.221
0500000US08047,"Gilpin County, Colorado",county,2012,5358,2.232
0500000US08047,"Gilpin County, Colorado",county,2011,5241,2.243
0500000US08047,"Gilpin County, Colorado",county,2010,5126,-0.985
0500000US08047,"Gilpin County, Colorado",county,2009,5177,0
0500000US08049,"Grand County, Colorado",county,2013,14535,-0.5
0500000US08049,"Grand County, Colorado",county,2012,14608,-0.178
0500000US08049,"Grand County, Colorado",county,2011,14634,0.743
0500000US08049,"Grand County, Colorado",county,2010,14526,7.203
0500000US08049,"Grand County, Colorado",county,2009,13550,0
0500000US08051,"Gunnison County, Colorado",county,2013,15421,0.234
0500000US08051,"Gunnison County, Colorado",county,2012,15385,0.727
0500000US08051,"Gunnison County, Colorado",county,2011,15274,0.912
0500000US08051,"Gunnison County, Colorado",county,2010,15136,1.421
0500000US08051,"Gunnison County, Colorado",county,2009,14924,0
0500000US08053,"Hinsdale County, Colorado",county,2013,809,2.405
0500000US08053,"Hinsdale County, Colorado",county,2012,790,8.071
0500000US08053,"Hinsdale County, Colorado",county,2011,731,49.489
0500000US08053,"Hinsdale County, Colorado",county,2010,489,-11.733
0500000US08053,"Hinsdale County, Colorado",county,2009,554,0
0500000US08055,"Huerfano County, Colorado",county,2013,6625,-1.56
0500000US08055,"Huerfano County, Colorado",county,2012,6730,-1.45
0500000US08055,"Huerfano County, Colorado",county,2011,6829,-1.713
0500000US08055,"Huerfano County, Colorado",county,2010,6948,-9.918
0500000US08055,"Huerfano County, Colorado",county,2009,7713,0
0500000US08057,"Jackson County, Colorado",county,2013,1371,-1.861
0500000US08057,"Jackson County, Colorado",county,2012,1397,-6.493
0500000US08057,"Jackson County, Colorado",county,2011,1494,2.049
0500000US08057,"Jackson County, Colorado",county,2010,1464,12.184
0500000US08057,"Jackson County, Colorado",county,2009,1305,0
0500000US08059,"Jefferson County, Colorado",county,2013,540669,0.853
0500000US08059,"Jefferson County, Colorado",county,2012,536095,0.724
0500000US08059,"Jefferson County, Colorado",county,2011,532243,0.687
0500000US08059,"Jefferson County, Colorado",county,2010,528614,-0.078
0500000US08059,"Jefferson County, Colorado",county,2009,529025,0
0500000US08061,"Kiowa County, Colorado",county,2013,1423,2.154
0500000US08061,"Kiowa County, Colorado",county,2012,1393,-19.387
0500000US08061,"Kiowa County, Colorado",county,2011,1728,5.173
0500000US08061,"Kiowa County, Colorado",county,2010,1643,-0.061
0500000US08061,"Kiowa County, Colorado",county,2009,1644,0
0500000US08063,"Kit Carson County, Colorado",county,2013,8189,-0.256
0500000US08063,"Kit Carson County, Colorado",county,2012,8210,0.391
0500000US08063,"Kit Carson County, Colorado",county,2011,8178,0.27
0500000US08063,"Kit Carson County, Colorado",county,2010,8156,1.041
0500000US08063,"Kit Carson County, Colorado",county,2009,8072,0
0500000US08065,"Lake County, Colorado",county,2013,7332,-0.543
0500000US08065,"Lake County, Colorado",county,2012,7372,5.164
0500000US08065,"Lake County, Colorado",county,2011,7010,-0.412
0500000US08065,"Lake County, Colorado",county,2010,7039,-12.287
0500000US08065,"Lake County, Colorado",county,2009,8025,0
0500000US08067,"La Plata County, Colorado",county,2013,52039,1.159
0500000US08067,"La Plata County, Colorado",county,2012,51443,1.226
0500000US08067,"La Plata County, Colorado",county,2011,50820,1.338
0500000US08067,"La Plata County, Colorado",county,2010,50149,0.948
0500000US08067,"La Plata County, Colorado",county,2009,49678,0
0500000US08069,"Larimer County, Colorado",county,2013,305798,1.638
0500000US08069,"Larimer County, Colorado",county,2012,300870,1.609
0500000US08069,"Larimer County, Colorado",county,2011,296107,1.698
0500000US08069,"Larimer County, Colorado",county,2010,291162,1.458
0500000US08069,"Larimer County, Colorado",county,2009,286978,0
0500000US08071,"Las Animas County, Colorado",county,2013,15136,-1.618
0500000US08071,"Las Animas County, Colorado",county,2012,15385,-1.055
0500000US08071,"Las Animas County, Colorado",county,2011,15549,-0.804
0500000US08071,"Las Animas County, Colorado",county,2010,15675,-0.879
0500000US08071,"Las Animas County, Colorado",county,2009,15814,0
0500000US08073,"Lincoln County, Colorado",county,2013,5442,-0.018
0500000US08073,"Lincoln County, Colorado",county,2012,5443,-0.348
0500000US08073,"Lincoln County, Colorado",county,2011,5462,-0.256
0500000US08073,"Lincoln County, Colorado",county,2010,5476,3.614
0500000US08073,"Lincoln County, Colorado",county,2009,5285,0
0500000US08075,"Logan County, Colorado",county,2013,22607,0.293
0500000US08075,"Logan County, Colorado",county,2012,22541,0.553
0500000US08075,"Logan County, Colorado",county,2011,22417,0.624
0500000US08075,"Logan County, Colorado",county,2010,22278,6.962
0500000US08075,"Logan County, Colorado",county,2009,20828,0
0500000US08077,"Mesa County, Colorado",county,2013,147432,0.594
0500000US08077,"Mesa County, Colorado",county,2012,146562,1.241
0500000US08077,"Mesa County, Colorado",county,2011,144766,1.744
0500000US08077,"Mesa County, Colorado",county,2010,142284,3.195
0500000US08077,"Mesa County, Colorado",county,2009,137879,0
0500000US08079,"Mineral County, Colorado",county,2013,761,8.405
0500000US08079,"Mineral County, Colorado",county,2012,702,-2.905
0500000US08079,"Mineral County, Colorado",county,2011,723,-29.118
0500000US08079,"Mineral County, Colorado",county,2010,1020,-5.292
0500000US08079,"Mineral County, Colorado",county,2009,1077,0
0500000US08081,"Moffat County, Colorado",county,2013,13447,-0.738
0500000US08081,"Moffat County, Colorado",county,2012,13547,-0.287
0500000US08081,"Moffat County, Colorado",county,2011,13586,0.496
0500000US08081,"Moffat County, Colorado",county,2010,13519,-0.266
0500000US08081,"Moffat County, Colorado",county,2009,13555,0
0500000US08083,"Montezuma County, Colorado",county,2013,25512,0.346
0500000US08083,"Montezuma County, Colorado",county,2012,25424,0.205
0500000US08083,"Montezuma County, Colorado",county,2011,25372,0.368
0500000US08083,"Montezuma County, Colorado",county,2010,25279,1.116
0500000US08083,"Montezuma County, Colorado",county,2009,25000,0
0500000US08085,"Montrose County, Colorado",county,2013,41020,0.063
0500000US08085,"Montrose County, Colorado",county,2012,40994,0.446
0500000US08085,"Montrose County, Colorado",county,2011,40812,1.356
0500000US08085,"Montrose County, Colorado",county,2010,40266,2.45
0500000US08085,"Montrose County, Colorado",county,2009,39303,0
0500000US08087,"Morgan County, Colorado",county,2013,28308,0.383
0500000US08087,"Morgan County, Colorado",county,2012,28200,0.92
0500000US08087,"Morgan County, Colorado",county,2011,27943,0.115
0500000US08087,"Morgan County, Colorado",county,2010,27911,1.017
0500000US08087,"Morgan County, Colorado",county,2009,27630,0
0500000US08089,"Otero County, Colorado",county,2013,18817,0.138
0500000US08089,"Otero County, Colorado",county,2012,18791,-0.021
0500000US08089,"Otero County, Colorado",county,2011,18795,-0.186
0500000US08089,"Otero County, Colorado",county,2010,18830,-0.016
0500000US08089,"Otero County, Colorado",county,2009,18833,0
0500000US08091,"Ouray County, Colorado",county,2013,4475,0.675
0500000US08091,"Ouray County, Colorado",county,2012,4445,1.693
0500000US08091,"Ouray County, Colorado",county,2011,4371,1.204
0500000US08091,"Ouray County, Colorado",county,2010,4319,-4.426
0500000US08091,"Ouray County, Colorado",county,2009,4519,0
0500000US08093,"Park County, Colorado",county,2013,16131,-0.229
0500000US08093,"Park County, Colorado",county,2012,16168,-0.56
0500000US08093,"Park County, Colorado",county,2011,16259,-0.166
0500000US08093,"Park County, Colorado",county,2010,16286,-2.99
0500000US08093,"Park County, Colorado",county,2009,16788,0
0500000US08095,"Phillips County, Colorado",county,2013,4383,0.068
0500000US08095,"Phillips County, Colorado",county,2012,4380,-0.251
0500000US08095,"Phillips County, Colorado",county,2011,4391,-0.068
0500000US08095,"Phillips County, Colorado",county,2010,4394,-1.898
0500000US08095,"Phillips County, Colorado",county,2009,4479,0
0500000US08097,"Pitkin County, Colorado",county,2013,17173,1.018
0500000US08097,"Pitkin County, Colorado",county,2012,17000,1.742
0500000US08097,"Pitkin County, Colorado",county,2011,16709,1.953
0500000US08097,"Pitkin County, Colorado",county,2010,16389,7.02
0500000US08097,"Pitkin County, Colorado",county,2009,15314,0
0500000US08099,"Prowers County, Colorado",county,2013,12473,-0.526
0500000US08099,"Prowers County, Colorado",county,2012,12539,-0.602
0500000US08099,"Prowers County, Colorado",county,2011,12615,-0.935
0500000US08099,"Prowers County, Colorado",county,2010,12734,-3.574
0500000US08099,"Prowers County, Colorado",county,2009,13206,0
0500000US08101,"Pueblo County, Colorado",county,2013,160048,0.614
0500000US08101,"Pueblo County, Colorado",county,2012,159072,0.713
0500000US08101,"Pueblo County, Colorado",county,2011,157946,1.089
0500000US08101,"Pueblo County, Colorado",county,2010,156244,1.58
0500000US08101,"Pueblo County, Colorado",county,2009,153814,0
0500000US08103,"Rio Blanco County, Colorado",county,2013,6770,0.624
0500000US08103,"Rio Blanco County, Colorado",county,2012,6728,1.693
0500000US08103,"Rio Blanco County, Colorado",county,2011,6616,1.879
0500000US08103,"Rio Blanco County, Colorado",county,2010,6494,5.03
0500000US08103,"Rio Blanco County, Colorado",county,2009,6183,0
0500000US08105,"Rio Grande County, Colorado",county,2013,11913,-0.101
0500000US08105,"Rio Grande County, Colorado",county,2012,11925,0.101
0500000US08105,"Rio Grande County, Colorado",county,2011,11913,-0.109
0500000US08105,"Rio Grande County, Colorado",county,2010,11926,1.558
0500000US08105,"Rio Grande County, Colorado",county,2009,11743,0
0500000US08107,"Routt County, Colorado",county,2013,23409,0.103
0500000US08107,"Routt County, Colorado",county,2012,23385,0.793
0500000US08107,"Routt County, Colorado",county,2011,23201,1.208
0500000US08107,"Routt County, Colorado",county,2010,22924,2.541
0500000US08107,"Routt County, Colorado",county,2009,22356,0
0500000US08109,"Saguache County, Colorado",county,2013,6200,0.178
0500000US08109,"Saguache County, Colorado",county,2012,6189,0.389
0500000US08109,"Saguache County, Colorado",county,2011,6165,0.065
0500000US08109,"Saguache County, Colorado",county,2010,6161,-11.084
0500000US08109,"Saguache County, Colorado",county,2009,6929,0
0500000US08111,"San Juan County, Colorado",county,2013,659,-11.78
0500000US08111,"San Juan County, Colorado",county,2012,747,-6.742
0500000US08111,"San Juan County, Colorado",county,2011,801,6.516
0500000US08111,"San Juan County, Colorado",county,2010,752,9.621
0500000US08111,"San Juan County, Colorado",county,2009,686,0
0500000US08113,"San Miguel County, Colorado",county,2013,7496,0.861
0500000US08113,"San Miguel County, Colorado",county,2012,7432,0.664
0500000US08113,"San Miguel County, Colorado",county,2011,7383,1.151
0500000US08113,"San Miguel County, Colorado",county,2010,7299,-1.165
0500000US08113,"San Miguel County, Colorado",county,2009,7385,0
0500000US08115,"Sedgwick County, Colorado",county,2013,2376,-0.544
0500000US08115,"Sedgwick County, Colorado",county,2012,2389,-0.042
0500000US08115,"Sedgwick County, Colorado",county,2011,2390,-0.912
0500000US08115,"Sedgwick County, Colorado",county,2010,2412,1.43
0500000US08115,"Sedgwick County, Colorado",county,2009,2378,0
0500000US08117,"Summit County, Colorado",county,2013,28091,1.218
0500000US08117,"Summit County, Colorado",county,2012,27753,0.935
0500000US08117,"Summit County, Colorado",county,2011,27496,1.443
0500000US08117,"Summit County, Colorado",county,2010,27105,3.273
0500000US08117,"Summit County, Colorado",county,2009,26246,0
0500000US08119,"Teller County, Colorado",county,2013,23276,0.488
0500000US08119,"Teller County, Colorado",county,2012,23163,0.556
0500000US08119,"Teller County, Colorado",county,2011,23035,0.938
0500000US08119,"Teller County, Colorado",county,2010,22821,5.878
0500000US08119,"Teller County, Colorado",county,2009,21554,0
0500000US08121,"Washington County, Colorado",county,2013,4796,0
0500000US08121,"Washington County, Colorado",county,2012,4796,1.848
0500000US08121,"Washington County, Colorado",county,2011,4709,-1.341
0500000US08121,"Washington County, Colorado",county,2010,4773,2.711
0500000US08121,"Washington County, Colorado",county,2009,4647,0
0500000US08123,"Weld County, Colorado",county,2013,258780,2.062
0500000US08123,"Weld County, Colorado",county,2012,253552,2.057
0500000US08123,"Weld County, Colorado",county,2011,248441,2.298
0500000US08123,"Weld County, Colorado",county,2010,242860,0.679
0500000US08123,"Weld County, Colorado",county,2009,241221,0
0500000US08125,"Yuma County, Colorado",county,2013,10093,0.608
0500000US08125,"Yuma County, Colorado",county,2012,10032,0.723
0500000US08125,"Yuma County, Colorado",county,2011,9960,0.647
0500000US08125,"Yuma County, Colorado",county,2010,9896,2.762
0500000US08125,"Yuma County, Colorado",county,2009,9630,0
0500000US09001,"Fairfield County, Connecticut",county,2013,926233,0.799
0500000US09001,"Fairfield County, Connecticut",county,2012,918892,0.845
0500000US09001,"Fairfield County, Connecticut",county,2011,911196,0.647
0500000US09001,"Fairfield County, Connecticut",county,2010,905342,1.4
0500000US09001,"Fairfield County, Connecticut",county,2009,892843,0
0500000US09003,"Hartford County, Connecticut",county,2013,895827,0.26
0500000US09003,"Hartford County, Connecticut",county,2012,893504,0.327
0500000US09003,"Hartford County, Connecticut",county,2011,890588,0.294
0500000US09003,"Hartford County, Connecticut",county,2010,887976,1.552
0500000US09003,"Hartford County, Connecticut",county,2009,874409,0
0500000US09005,"Litchfield County, Connecticut",county,2013,188629,-0.342
0500000US09005,"Litchfield County, Connecticut",county,2012,189277,-0.233
0500000US09005,"Litchfield County, Connecticut",county,2011,189719,-0.104
0500000US09005,"Litchfield County, Connecticut",county,2010,189916,0.799
0500000US09005,"Litchfield County, Connecticut",county,2009,188411,0
0500000US09007,"Middlesex County, Connecticut",county,2013,165690,0.031
0500000US09007,"Middlesex County, Connecticut",county,2012,165639,0.221
0500000US09007,"Middlesex County, Connecticut",county,2011,165274,0.303
0500000US09007,"Middlesex County, Connecticut",county,2010,164774,0.47
0500000US09007,"Middlesex County, Connecticut",county,2009,164004,0
0500000US09009,"New Haven County, Connecticut",county,2013,862611,0.188
0500000US09009,"New Haven County, Connecticut",county,2012,860995,0.26
0500000US09009,"New Haven County, Connecticut",county,2011,858759,0.242
0500000US09009,"New Haven County, Connecticut",county,2010,856688,1.56
0500000US09009,"New Haven County, Connecticut",county,2009,843532,0
0500000US09011,"New London County, Connecticut",county,2013,274090,0.134
0500000US09011,"New London County, Connecticut",county,2012,273723,0.305
0500000US09011,"New London County, Connecticut",county,2011,272891,0.195
0500000US09011,"New London County, Connecticut",county,2010,272360,2.321
0500000US09011,"New London County, Connecticut",county,2009,266183,0
0500000US09013,"Tolland County, Connecticut",county,2013,152366,0.151
0500000US09013,"Tolland County, Connecticut",county,2012,152137,0.239
0500000US09013,"Tolland County, Connecticut",county,2011,151774,0.464
0500000US09013,"Tolland County, Connecticut",county,2010,151073,1.715
0500000US09013,"Tolland County, Connecticut",county,2009,148526,0
0500000US09015,"Windham County, Connecticut",county,2013,118115,0.058
0500000US09015,"Windham County, Connecticut",county,2012,118046,0.064
0500000US09015,"Windham County, Connecticut",county,2011,117971,0.223
0500000US09015,"Windham County, Connecticut",county,2010,117708,0.968
0500000US09015,"Windham County, Connecticut",county,2009,116579,0
0500000US10001,"Kent County, Delaware",county,2013,165030,1.379
0500000US10001,"Kent County, Delaware",county,2012,162785,1.781
0500000US10001,"Kent County, Delaware",county,2011,159936,1.923
0500000US10001,"Kent County, Delaware",county,2010,156918,3.691
0500000US10001,"Kent County, Delaware",county,2009,151332,0
0500000US10003,"New Castle County, Delaware",county,2013,542784,0.578
0500000US10003,"New Castle County, Delaware",county,2012,539665,0.594
0500000US10003,"New Castle County, Delaware",county,2011,536478,0.556
0500000US10003,"New Castle County, Delaware",county,2010,533514,1.088
0500000US10003,"New Castle County, Delaware",county,2009,527774,0
0500000US10005,"Sussex County, Delaware",county,2013,200632,1.493
0500000US10005,"Sussex County, Delaware",county,2012,197681,1.666
0500000US10005,"Sussex County, Delaware",county,2011,194442,1.884
0500000US10005,"Sussex County, Delaware",county,2010,190846,3.313
0500000US10005,"Sussex County, Delaware",county,2009,184726,0
0500000US11001,"District of Columbia, District of Columbia",county,2013,619371,2.247
0500000US11001,"District of Columbia, District of Columbia",county,2012,605759,1.987
0500000US11001,"District of Columbia, District of Columbia",county,2011,593955,1.635
0500000US11001,"District of Columbia, District of Columbia",county,2010,584400,-0.685
0500000US11001,"District of Columbia, District of Columbia",county,2009,588433,0
0500000US12001,"Alachua County, Florida",county,2013,249848,0.756
0500000US12001,"Alachua County, Florida",county,2012,247973,0.719
0500000US12001,"Alachua County, Florida",county,2011,246203,0.801
0500000US12001,"Alachua County, Florida",county,2010,244247,2.2
0500000US12001,"Alachua County, Florida",county,2009,238990,0
0500000US12003,"Baker County, Florida",county,2013,27069,0.218
0500000US12003,"Baker County, Florida",county,2012,27010,0.547
0500000US12003,"Baker County, Florida",county,2011,26863,1.187
0500000US12003,"Baker County, Florida",county,2010,26548,4.2
0500000US12003,"Baker County, Florida",county,2009,25478,0
0500000US12005,"Bay County, Florida",county,2013,170704,1.034
0500000US12005,"Bay County, Florida",county,2012,168957,0.783
0500000US12005,"Bay County, Florida",county,2011,167645,0.508
0500000US12005,"Bay County, Florida",county,2010,166798,2.048
0500000US12005,"Bay County, Florida",county,2009,163451,0
0500000US12007,"Bradford County, Florida",county,2013,27981,-1.489
0500000US12007,"Bradford County, Florida",county,2012,28404,-1.035
0500000US12007,"Bradford County, Florida",county,2011,28701,-0.17
0500000US12007,"Bradford County, Florida",county,2010,28750,-0.316
0500000US12007,"Bradford County, Florida",county,2009,28841,0
0500000US12009,"Brevard County, Florida",county,2013,545667,0.303
0500000US12009,"Brevard County, Florida",county,2012,544019,0.313
0500000US12009,"Brevard County, Florida",county,2011,542320,0.321
0500000US12009,"Brevard County, Florida",county,2010,540583,1.48
0500000US12009,"Brevard County, Florida",county,2009,532697,0
0500000US12011,"Broward County, Florida",county,2013,1784889,1.299
0500000US12011,"Broward County, Florida",county,2012,1761993,1.147
0500000US12011,"Broward County, Florida",county,2011,1742012,0.454
0500000US12011,"Broward County, Florida",county,2010,1734139,-1.421
0500000US12011,"Broward County, Florida",county,2009,1759132,0
0500000US12013,"Calhoun County, Florida",county,2013,14700,0.417
0500000US12013,"Calhoun County, Florida",county,2012,14639,0.75
0500000US12013,"Calhoun County, Florida",county,2011,14530,1.099
0500000US12013,"Calhoun County, Florida",county,2010,14372,6.262
0500000US12013,"Calhoun County, Florida",county,2009,13525,0
0500000US12015,"Charlotte County, Florida",county,2013,161276,0.559
0500000US12015,"Charlotte County, Florida",county,2012,160380,0.178
0500000US12015,"Charlotte County, Florida",county,2011,160095,0.445
0500000US12015,"Charlotte County, Florida",county,2010,159385,2.142
0500000US12015,"Charlotte County, Florida",county,2009,156043,0
0500000US12017,"Citrus County, Florida",county,2013,140214,-0.42
0500000US12017,"Citrus County, Florida",county,2012,140805,-0.249
0500000US12017,"Citrus County, Florida",county,2011,141157,0.335
0500000US12017,"Citrus County, Florida",county,2010,140686,1.828
0500000US12017,"Citrus County, Florida",county,2009,138161,0
0500000US12019,"Clay County, Florida",county,2013,192665,0.929
0500000US12019,"Clay County, Florida",county,2012,190891,1.059
0500000US12019,"Clay County, Florida",county,2011,188890,1.512
0500000US12019,"Clay County, Florida",county,2010,186076,3.462
0500000US12019,"Clay County, Florida",county,2009,179850,0
0500000US12021,"Collier County, Florida",county,2013,328209,1.441
0500000US12021,"Collier County, Florida",county,2012,323548,1.081
0500000US12021,"Collier County, Florida",county,2011,320087,0.996
0500000US12021,"Collier County, Florida",county,2010,316931,1.203
0500000US12021,"Collier County, Florida",county,2009,313165,0
0500000US12023,"Columbia County, Florida",county,2013,67568,0.033
0500000US12023,"Columbia County, Florida",county,2012,67546,0.385
0500000US12023,"Columbia County, Florida",county,2011,67287,0.482
0500000US12023,"Columbia County, Florida",county,2010,66964,-0.642
0500000US12023,"Columbia County, Florida",county,2009,67397,0
0500000US12027,"DeSoto County, Florida",county,2013,34651,0.066
0500000US12027,"DeSoto County, Florida",county,2012,34628,-0.118
0500000US12027,"DeSoto County, Florida",county,2011,34669,0.324
0500000US12027,"DeSoto County, Florida",county,2010,34557,-0.954
0500000US12027,"DeSoto County, Florida",county,2009,34890,0
0500000US12029,"Dixie County, Florida",county,2013,16234,-0.411
0500000US12029,"Dixie County, Florida",county,2012,16301,-0.098
0500000US12029,"Dixie County, Florida",county,2011,16317,0.747
0500000US12029,"Dixie County, Florida",county,2010,16196,9.432
0500000US12029,"Dixie County, Florida",county,2009,14800,0
0500000US12031,"Duval County, Florida",county,2013,872598,0.712
0500000US12031,"Duval County, Florida",county,2012,866431,0.692
0500000US12031,"Duval County, Florida",county,2011,860479,0.659
0500000US12031,"Duval County, Florida",county,2010,854848,1
0500000US12031,"Duval County, Florida",county,2009,846385,0
0500000US12033,"Escambia County, Florida",county,2013,300795,0.646
0500000US12033,"Escambia County, Florida",county,2012,298864,0.402
0500000US12033,"Escambia County, Florida",county,2011,297668,-0.091
0500000US12033,"Escambia County, Florida",county,2010,297940,-1.765
0500000US12033,"Escambia County, Florida",county,2009,303292,0
0500000US12035,"Flagler County, Florida",county,2013,97301,1.369
0500000US12035,"Flagler County, Florida",county,2012,95987,1.648
0500000US12035,"Flagler County, Florida",county,2011,94431,2.859
0500000US12035,"Flagler County, Florida",county,2010,91806,7.221
0500000US12035,"Flagler County, Florida",county,2009,85623,0
0500000US12037,"Franklin County, Florida",county,2013,11554,0.078
0500000US12037,"Franklin County, Florida",county,2012,11545,0.121
0500000US12037,"Franklin County, Florida",county,2011,11531,0.532
0500000US12037,"Franklin County, Florida",county,2010,11470,4.292
0500000US12037,"Franklin County, Florida",county,2009,10998,0
0500000US12039,"Gadsden County, Florida",county,2013,46860,0.079
0500000US12039,"Gadsden County, Florida",county,2012,46823,1.338
0500000US12039,"Gadsden County, Florida",county,2011,46205,0.378
0500000US12039,"Gadsden County, Florida",county,2010,46031,-1.485
0500000US12039,"Gadsden County, Florida",county,2009,46725,0
0500000US12041,"Gilchrist County, Florida",county,2013,16917,0.219
0500000US12041,"Gilchrist County, Florida",county,2012,16880,0.22
0500000US12041,"Gilchrist County, Florida",county,2011,16843,0.959
0500000US12041,"Gilchrist County, Florida",county,2010,16683,-0.525
0500000US12041,"Gilchrist County, Florida",county,2009,16771,0
0500000US12043,"Glades County, Florida",county,2013,13080,0.988
0500000US12043,"Glades County, Florida",county,2012,12952,2.113
0500000US12043,"Glades County, Florida",county,2011,12684,0.531
0500000US12043,"Glades County, Florida",county,2010,12617,13.975
0500000US12043,"Glades County, Florida",county,2009,11070,0
0500000US12045,"Gulf County, Florida",county,2013,15793,-0.019
0500000US12045,"Gulf County, Florida",county,2012,15796,-0.516
0500000US12045,"Gulf County, Florida",county,2011,15878,-0.006
0500000US12045,"Gulf County, Florida",county,2010,15879,1.05
0500000US12045,"Gulf County, Florida",county,2009,15714,0
0500000US12047,"Hamilton County, Florida",county,2013,14655,-0.496
0500000US12047,"Hamilton County, Florida",county,2012,14728,-0.095
0500000US12047,"Hamilton County, Florida",county,2011,14742,0.313
0500000US12047,"Hamilton County, Florida",county,2010,14696,3.289
0500000US12047,"Hamilton County, Florida",county,2009,14228,0
